Customer ID,Churn Label,Account Length (in months),Local Calls,Local Mins,Intl Calls,Intl Mins,Intl Active,Intl Plan,Extra International Charges,Customer Service Calls,Avg Monthly GB Download,Unlimited Data Plan,Extra Data Charges,State,Phone Number,Gender,Age,Under 30,Senior,Group,Number of Customers in Group,Device Protection & Online Backup,Contract Type,Payment Method,Monthly Charge,Total Charges,Churn Category,Churn Reason
4567JCHC,Yes,5,19,56.3,0,0,No,no,0,5,10,Yes,0,MA,9745770801,Female,52,No,No,No,0,Yes,Month-to-Month,Direct Debit,62,315,Competitor,Competitor made better offer
7518ZTVX,Yes,1,8,16,0,0,No,yes,0,0,3,Yes,0,OH,8945473668,Male,47,No,No,No,0,No,Month-to-Month,Direct Debit,40,40,Other,Moved
2282MQUD,Yes,1,2,5,0,0,No,no,0,4,10,Yes,0,OH,8997489531,Male,63,No,No,No,0,No,Month-to-Month,Direct Debit,38,38,Other,Moved
7882FLOH,Yes,3,15,48.2,0,0,No,no,0,2,6,No,5,NV,8559263807,Male,46,No,No,No,0,Yes,Month-to-Month,Direct Debit,18,63,Competitor,Competitor had better devices
4945EETR,Yes,1,4,15,0,0,No,no,0,4,11,Yes,0,KY,9603494906,Female,66,No,Yes,No,0,No,Month-to-Month,Paper Check,21,21,Competitor,Competitor offered higher download speeds
5930RBRE,Yes,1,1,4,0,0,No,no,0,3,3,Yes,0,WA,9963591224,Female,69,No,Yes,No,0,No,Month-to-Month,Direct Debit,37,37,Competitor,Competitor offered more data
3185TLJL,Yes,32,70,259.2,0,0,No,yes,0,1,1,Yes,0,IL,7691698039,Male,83,No,Yes,No,0,Yes,Month-to-Month,Credit Card,29,925,Competitor,Competitor made better offer
5427FSCD,Yes,1,3,9,0,0,No,no,0,1,6,Yes,0,DC,7360188057,Female,42,No,No,No,0,No,Month-to-Month,Direct Debit,32,32,Competitor,Competitor had better devices
6653KADX,Yes,2,8,16.1,0,0,No,no,0,4,8,Yes,0,HI,9661393562,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,25,50,Competitor,Competitor had better devices
6082MYFG,Yes,2,8,16.3,0,0,No,no,0,3,0,No,0,PA,9636039586,Male,60,No,No,No,0,No,Month-to-Month,Paper Check,10,17,Attitude,Attitude of support person
1099VZGA,Yes,3,9,23.2,0,0,No,no,0,4,12,No,6,OH,7863553713,Female,32,No,No,No,0,Yes,Month-to-Month,Credit Card,41,119,Competitor,Competitor offered higher download speeds
1776TXNR,Yes,27,191,402.8,0,0,No,no,0,4,7,Yes,0,TX,9361256660,Male,35,No,No,No,0,No,Month-to-Month,Direct Debit,37,999,Competitor,Competitor offered higher download speeds
4223RBLN,Yes,67,478,1067.4,0,0,No,no,0,5,18,Yes,0,NM,7182969541,Male,27,Yes,No,No,0,Yes,Two Year,Credit Card,73,4886,Other,Don't know
3672JOBB,Yes,70,216,562.2,0,0,No,no,0,1,4,Yes,0,MI,8383346406,Female,53,No,No,No,0,No,Two Year,Direct Debit,34,2382,Competitor,Competitor offered more data
9847CXKS,Yes,1,6,12,0,0,No,no,0,3,0,No,0,KY,8008411283,Male,45,No,No,No,0,No,Month-to-Month,Paper Check,11,11,Attitude,Attitude of service provider
2652FNYC,Yes,5,25,82.1,0,0,No,no,0,1,15,Yes,0,NV,8263676061,Female,20,Yes,No,No,0,No,Month-to-Month,Direct Debit,32,174,Competitor,Competitor made better offer
5216XVQL,Yes,9,32,92,0,0,No,yes,0,1,6,Yes,0,MI,9441920590,Female,43,No,No,No,0,No,Month-to-Month,Direct Debit,27,249,Competitor,Competitor made better offer
7627FIFP,Yes,26,153,315.4,0,0,No,no,0,3,5,No,26,MT,8731503886,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,55,1459,Price,Price too high
8567TQRL,Yes,54,180,428.3,0,0,No,no,0,0,5,Yes,0,HI,8254469396,Male,34,No,No,No,0,No,One Year,Credit Card,48,2562,Dissatisfaction,Product dissatisfaction
8424LVVR,Yes,2,7,22.7,0,0,No,no,0,1,5,Yes,0,KS,8189341463,Male,61,No,No,No,0,Yes,Month-to-Month,Direct Debit,45,94,Competitor,Competitor had better devices
3433UOGX,Yes,1,4,9,0,0,No,no,0,0,12,Yes,0,KS,7850365209,Male,68,No,Yes,No,0,No,Month-to-Month,Direct Debit,39,39,Competitor,Competitor had better devices
8295HECF,Yes,33,133,367.1,0,0,No,no,0,2,0,No,0,VA,8534791534,Female,41,No,No,No,0,No,Month-to-Month,Direct Debit,7,225,Attitude,Attitude of support person
4047DBWY,Yes,4,19,42.2,0,0,No,yes,0,0,9,Yes,0,MI,9353236187,Female,65,No,Yes,No,0,No,Month-to-Month,Direct Debit,34,129,Dissatisfaction,Limited range of services
1645SCLE,Yes,17,131,240,0,0,No,no,0,5,13,Yes,0,AL,9016672551,Female,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,39,677,Price,Lack of affordable download/upload speed
2944WVAO,Yes,61,265,729.2,0,0,No,no,0,4,3,No,48,NJ,9284682415,Female,72,No,Yes,No,0,Yes,One Year,Direct Debit,54,3294,Price,Long distance charges
8250MXBT,Yes,14,22,54.2,0,0,No,no,0,5,7,Yes,0,OH,9116485868,Female,58,No,No,No,0,No,Month-to-Month,Direct Debit,62,833,Price,Price too high
6438UMPT,Yes,38,203,612.6,0,0,No,no,0,0,15,Yes,0,CO,8067235276,Female,64,No,No,No,0,No,Month-to-Month,Direct Debit,49,1870,Dissatisfaction,Product dissatisfaction
7190GQLL,Yes,49,319,635.7,0,0,No,no,0,5,17,Yes,0,ME,9600956905,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,50,2428,Competitor,Competitor had better devices
1640SIYF,Yes,64,321,578.6,0,0,No,no,0,2,4,Yes,0,OR,7195519294,Male,42,No,No,No,0,Yes,One Year,Direct Debit,33,2140,Dissatisfaction,Network reliability
7268QSYK,Yes,1,4,15,0,0,No,no,0,5,0,No,0,WV,8352114963,Female,43,No,No,No,0,No,Month-to-Month,Paper Check,8,8,Price,Long distance charges
3324LVYX,Yes,7,34,55,0,0,No,no,0,2,2,Yes,0,WV,7930284796,Male,69,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,56,386,Other,Don't know
9526YQIR,Yes,2,8,19.3,0,0,No,no,0,4,4,Yes,0,ME,9342136838,Male,63,No,No,No,0,No,Month-to-Month,Direct Debit,59,113,Other,Don't know
1897DTRA,Yes,45,265,629.7,0,0,No,no,0,2,8,Yes,0,MN,9258344874,Female,44,No,No,No,0,No,Month-to-Month,Credit Card,36,1599,Dissatisfaction,Poor expertise of online support
2607BHAE,Yes,1,4,7,0,0,No,no,0,0,4,Yes,0,MA,9820995439,Female,30,No,No,No,0,No,Month-to-Month,Credit Card,42,42,Competitor,Competitor had better devices
3764VTBD,Yes,1,2,8,0,0,No,no,0,0,6,Yes,0,NM,9820975078,Male,53,No,No,No,0,No,Month-to-Month,Paper Check,18,18,Competitor,Competitor had better devices
7127DGRJ,Yes,13,16,52.1,0,0,No,no,0,4,4,Yes,0,MN,8471351629,Prefer not to say,39,No,No,No,0,No,Month-to-Month,Direct Debit,35,450,Competitor,Competitor offered higher download speeds
9572AICL,Yes,10,31,68.4,0,0,No,no,0,4,1,No,23,MI,9387054557,Male,58,No,No,No,0,No,Month-to-Month,Direct Debit,39,386,Competitor,Competitor offered more data
2410JVZX,Yes,4,19,50.2,0,0,No,no,0,4,17,Yes,0,MS,8011947757,Male,28,Yes,No,No,0,No,Month-to-Month,Direct Debit,40,144,Competitor,Competitor made better offer
7868AIOP,Yes,1,6,15,0,0,No,no,0,2,0,No,0,ND,7349896326,Female,34,No,No,No,0,No,Month-to-Month,Paper Check,14,14,Price,Long distance charges
4369SXWM,Yes,41,89,205.3,0,0,No,no,0,4,3,Yes,0,DE,8437054010,Male,35,No,No,No,0,Yes,One Year,Direct Debit,50,2044,Competitor,Competitor had better devices
1805ZAVD,Yes,73,193,582.9,0,0,No,no,0,3,3,Yes,0,MA,8408274286,Male,64,No,No,No,0,Yes,Two Year,Direct Debit,47,3449,Competitor,Competitor offered higher download speeds
0990ZMIZ,Yes,69,267,1035,0,0,No,no,0,1,4,Yes,0,CO,7420463070,Male,62,No,No,No,0,Yes,Two Year,Direct Debit,68,4685,Competitor,Competitor offered higher download speeds
1438ZAAS,Yes,32,131,259.6,0,0,No,no,0,2,2,No,29,MI,9478788818,Female,49,No,No,No,0,Yes,Month-to-Month,Direct Debit,60,1956,Competitor,Competitor offered more data
2668ECFC,Yes,49,291,736.9,0,0,No,no,0,0,3,Yes,0,AR,9228457433,Female,74,No,Yes,No,0,No,Month-to-Month,Direct Debit,45,2192,Competitor,Competitor offered more data
0385XIZP,Yes,73,126,290.6,0,0,No,no,0,4,3,Yes,0,VA,8436142341,Female,49,No,No,No,0,Yes,Two Year,Direct Debit,23,1659,Competitor,Competitor offered more data
9819ZOUW,Yes,6,14,36.3,8,28.4,Yes,no,7.1,0,3,Yes,0,AL,8104668229,Female,54,No,No,No,0,No,Month-to-Month,Paper Check,27,163,Competitor,Competitor made better offer
4585KPSG,Yes,1,7,14,4,1,Yes,no,0.2,5,9,Yes,0,AZ,7701425451,Male,34,No,No,No,0,Yes,Month-to-Month,Direct Debit,25,25,Competitor,Competitor made better offer
8071VCBN,Yes,1,3,9,48,152.4,Yes,no,38.1,3,4,Yes,0,ME,8551492499,Male,72,No,Yes,No,0,No,Month-to-Month,Direct Debit,25,25,Price,Price too high
7013KXSO,Yes,33,73,195.4,24,60.6,Yes,no,12.1,2,1,Yes,0,PA,9410243031,Male,36,No,No,No,0,No,One Year,Paper Check,48,1570,Dissatisfaction,Product dissatisfaction
9438XVBQ,Yes,59,105,237.7,144,432,Yes,no,108,1,8,No,23,WV,9141060063,Male,37,No,No,No,0,Yes,One Year,Direct Debit,48,2859,Dissatisfaction,Service dissatisfaction
5688NXDU,Yes,49,148,340.8,4,8.1,Yes,no,4.1,2,5,Yes,0,AR,9072824822,Male,66,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,56,2730,Attitude,Attitude of support person
0359RTBV,Yes,44,135,393.7,40,114,Yes,no,28.5,3,8,Yes,0,MT,8346957935,Male,44,No,No,No,0,No,Month-to-Month,Direct Debit,54,2346,Dissatisfaction,Network reliability
3799UROV,Yes,2,7,14,60,214.5,Yes,no,53.6,4,9,Yes,0,NY,8946705935,Male,33,No,No,No,0,No,Month-to-Month,Direct Debit,57,99,Dissatisfaction,Limited range of services
6408SJEW,Yes,1,2,4,28,99.4,Yes,no,49.7,1,1,Yes,0,IN,9345307865,Female,53,No,No,No,0,Yes,Month-to-Month,Direct Debit,40,40,Price,Lack of affordable download/upload speed
9298QPFC,Yes,1,5,16,104,267.8,Yes,no,133.9,1,7,Yes,0,MS,8404565930,Female,46,No,No,No,0,No,Month-to-Month,Credit Card,34,34,Price,Long distance charges
5202CFGH,Yes,1,2,5,4,12.8,Yes,no,2.6,3,1,Yes,0,SC,9506654356,Male,35,No,No,No,0,Yes,Month-to-Month,Direct Debit,41,41,Price,Extra data charges
6389ZQNB,Yes,5,31,82.5,36,141.3,Yes,no,28.3,3,1,No,7,AZ,7863933025,Female,38,No,No,No,0,Yes,Month-to-Month,Direct Debit,35,183,Price,Price too high
5537XDIG,Yes,1,4,9,192,724.8,Yes,no,181.2,5,9,Yes,0,IL,9561671513,Female,44,No,No,No,0,No,Month-to-Month,Direct Debit,26,26,Dissatisfaction,Product dissatisfaction
2087PXYY,Yes,1,4,10,12,22.2,Yes,no,5.6,0,0,No,0,IN,9879852618,Male,51,No,No,No,0,No,Month-to-Month,Paper Check,9,9,Dissatisfaction,Service dissatisfaction
0771CLEI,Yes,1,6,16,0,0,No,no,0,1,4,Yes,0,RI,8850110312,Female,47,No,No,No,0,No,Month-to-Month,Direct Debit,33,33,Dissatisfaction,Lack of self-service on Website
6776KCJW,Yes,1,4,8,0,0,No,no,0,1,14,Yes,0,UT,8283189941,Male,29,Yes,No,No,0,No,Month-to-Month,Direct Debit,36,36,Dissatisfaction,Network reliability
3671LVLE,Yes,40,206,641.9,0,0,No,no,0,0,1,Yes,0,NC,7489170970,Male,81,No,Yes,No,0,No,Month-to-Month,Direct Debit,49,1954,Other,Don't know
6761APVW,Yes,1,5,13,0,0,No,no,0,2,9,Yes,0,WI,9476448490,Female,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,33,33,Competitor,Competitor had better devices
8201GPPD,Yes,3,12,30.4,0,0,No,no,0,1,2,No,3,NH,9351659431,Male,36,No,No,No,0,No,Month-to-Month,Direct Debit,47,159,Competitor,Competitor offered higher download speeds
5934GGME,Yes,13,64,171.4,0,0,No,no,0,2,21,Yes,0,OR,9360076247,Female,27,Yes,No,No,0,No,Month-to-Month,Direct Debit,46,602,Competitor,Competitor offered more data
4082EQZY,Yes,58,353,698.4,0,0,No,no,0,0,10,Yes,0,SC,9662577771,Female,40,No,No,No,0,No,Month-to-Month,Direct Debit,47,2752,Other,Don't know
7568XIZB,Yes,44,212,577.7,0,0,No,no,0,2,9,Yes,0,MD,7331315141,Female,25,Yes,No,No,0,No,Month-to-Month,Direct Debit,48,2152,Competitor,Competitor had better devices
9039MYEL,Yes,1,8,15,0,0,No,no,0,1,6,Yes,0,NY,7733591780,Male,79,No,Yes,No,0,No,Month-to-Month,Direct Debit,16,16,Competitor,Competitor had better devices
6565WEVQ,Yes,28,48,113.6,0,0,No,no,0,5,11,Yes,0,WV,8160563340,Female,51,No,No,No,0,No,Month-to-Month,Credit Card,11,302,Competitor,Competitor offered higher download speeds
5724QUGT,Yes,1,6,15,0,0,No,no,0,2,2,No,14,WV,7428383420,Male,57,No,No,No,0,No,Month-to-Month,Direct Debit,26,26,Competitor,Competitor offered higher download speeds
8514QAMO,Yes,2,5,21.4,0,0,No,no,0,1,9,Yes,0,WV,8210597157,Male,62,No,No,No,0,Yes,Month-to-Month,Direct Debit,49,96,Competitor,Competitor made better offer
1367YNMZ,Yes,10,36,88,0,0,No,no,0,1,9,Yes,0,CT,9931632212,Male,52,No,No,No,0,No,Month-to-Month,Direct Debit,43,424,Competitor,Competitor offered more data
4212ENPJ,Yes,50,384,755.9,0,0,No,no,0,1,1,Yes,0,IA,9936769045,Male,45,No,No,No,0,No,One Year,Direct Debit,37,1846,Competitor,Competitor offered more data
3290AXJZ,Yes,2,12,31.3,0,0,No,no,0,0,4,Yes,0,OR,9242431840,Male,84,No,Yes,No,0,No,Month-to-Month,Paper Check,33,68,Competitor,Competitor made better offer
2371SFMP,Yes,35,142,354.3,0,0,No,no,0,4,10,Yes,0,WA,8557050174,Male,26,Yes,No,No,0,Yes,One Year,Direct Debit,37,1298,Price,Price too high
8840HRUV,Yes,69,299,758,0,0,No,no,0,4,4,No,6,ID,7488396785,Male,55,No,No,No,0,Yes,One Year,Credit Card,41,2796,Dissatisfaction,Product dissatisfaction
4693ZRKF,Yes,2,5,21,0,0,No,no,0,1,1,Yes,0,MS,8232537341,Male,45,No,No,No,0,Yes,Month-to-Month,Direct Debit,45,86,Dissatisfaction,Service dissatisfaction
7148KTIB,Yes,15,31,89.3,0,0,No,yes,0,1,26,Yes,0,OH,8429350491,Male,32,No,No,No,0,No,Month-to-Month,Paper Check,29,426,Dissatisfaction,Lack of self-service on Website
6088QQOA,Yes,41,228,330.2,0,0,No,no,0,0,4,Yes,0,ID,7928957546,Female,67,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,58,2411,Dissatisfaction,Network reliability
3746MAXW,Yes,9,57,113.1,0,0,No,no,0,0,4,Yes,0,WV,9693104032,Female,34,No,No,No,0,No,Month-to-Month,Direct Debit,37,353,Competitor,Competitor made better offer
8590NVOC,Yes,1,1,4,0,0,No,no,0,1,11,Yes,0,SD,9073111775,Female,48,No,No,No,0,No,Month-to-Month,Direct Debit,23,23,Price,Lack of affordable download/upload speed
8968NLOZ,Yes,21,49,127.2,0,0,No,no,0,3,30,Yes,0,KS,8896612387,Male,29,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,60,1273,Price,Long distance charges
6646DYMO,Yes,2,5,14,0,0,No,no,0,1,12,No,5,NY,9427840735,Female,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,38,76,Price,Extra data charges
6045UZKF,Yes,1,6,15,0,0,No,no,0,4,9,Yes,0,SC,8800727663,Female,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,35,35,Price,Price too high
9963ZUBM,Yes,16,59,177.9,0,0,No,no,0,0,0,No,0,AR,9024273144,Male,24,Yes,No,No,0,No,Month-to-Month,Direct Debit,13,203,Price,Long distance charges
0309GEPB,Yes,14,35,95.7,0,0,No,no,0,4,10,Yes,0,IL,7574289185,Female,76,No,Yes,No,0,No,Month-to-Month,Direct Debit,45,619,Dissatisfaction,Service dissatisfaction
2731EZZS,Yes,15,50,118.3,0,0,No,no,0,0,5,Yes,0,MA,7707906959,Male,38,No,No,No,0,No,Month-to-Month,Direct Debit,32,472,Dissatisfaction,Lack of self-service on Website
6605SXZC,Yes,1,4,11,0,0,No,no,0,3,12,Yes,0,NY,9141522319,Female,55,No,No,No,0,No,Month-to-Month,Direct Debit,30,30,Dissatisfaction,Network reliability
8744CPDY,Yes,2,5,11.6,0,0,No,no,0,1,14,Yes,0,WY,7401448430,Male,54,No,No,No,0,No,Month-to-Month,Credit Card,23,45,Other,Don't know
1684QYEM,Yes,55,273,709.8,0,0,No,no,0,0,21,No,25,OR,9797781503,Male,33,No,No,No,0,Yes,Month-to-Month,Direct Debit,25,1370,Attitude,Attitude of service provider
5640PLIL,Yes,6,22,63.7,0,0,No,no,0,0,2,Yes,0,RI,9065616503,Female,55,No,No,No,0,No,Month-to-Month,Credit Card,30,189,Attitude,Attitude of support person
3767DLLW,Yes,13,41,103.3,0,0,No,no,0,0,26,Yes,0,OK,7212833838,Female,28,Yes,No,No,0,Yes,Month-to-Month,Direct Debit,53,682,Other,Don't know
0713PJUU,Yes,67,340,871.2,0,0,No,no,0,0,6,Yes,0,MD,9705041330,Male,74,No,Yes,No,0,Yes,One Year,Credit Card,62,4162,Attitude,Attitude of service provider
0342YJTB,Yes,38,50,153.4,0,0,No,no,0,2,1,Yes,0,IN,7518000830,Female,58,No,No,No,0,Yes,Month-to-Month,Direct Debit,56,2155,Other,Don't know
1355ELAD,Yes,22,37,86.5,0,0,No,no,0,3,30,Yes,0,NY,9524291424,Male,22,Yes,No,No,0,No,One Year,Credit Card,30,656,Competitor,Competitor made better offer
1806IVIQ,Yes,1,5,12,0,0,No,no,0,1,0,No,0,OR,8507655165,Male,27,Yes,No,No,0,No,Month-to-Month,Paper Check,9,9,Competitor,Competitor made better offer
2330SQWN,Yes,1,2,5,0,0,No,no,0,5,6,Yes,0,NJ,7221659798,Male,48,No,No,No,0,No,Month-to-Month,Paper Check,31,31,Competitor,Competitor made better offer
1139JTEX,Yes,45,226,580.5,0,0,No,no,0,4,7,Yes,0,AK,9054546144,Male,42,No,No,No,0,No,Month-to-Month,Direct Debit,44,1958,Competitor,Competitor made better offer
8161PLGM,Yes,1,6,12,0,0,No,no,0,1,5,Yes,0,KS,7340772585,Male,33,No,No,No,0,No,Month-to-Month,Direct Debit,34,34,Competitor,Competitor made better offer
3590QGRJ,Yes,2,12,19.1,8,28.4,Yes,no,9.5,3,5,Yes,0,TN,7627634728,Male,47,No,No,No,0,No,Month-to-Month,Direct Debit,30,57,Competitor,Competitor made better offer
0173UTGH,Yes,1,3,7,4,1,Yes,no,0.2,1,3,No,6,CA,9302690152,Male,71,No,Yes,No,0,No,Month-to-Month,Direct Debit,26,26,Competitor,Competitor made better offer
3702PTNU,Yes,12,48,95.9,48,152.4,Yes,no,30.5,1,4,Yes,0,IN,7758557275,Female,84,No,Yes,No,0,No,Month-to-Month,Direct Debit,35,420,Competitor,Competitor made better offer
3349QAWI,Yes,6,16,36,24,60.6,Yes,no,12.1,4,2,Yes,0,RI,8049263724,Male,67,No,Yes,No,0,Yes,Month-to-Month,Direct Debit,39,234,Competitor,Competitor made better offer
8760PEBG,Yes,36,182,363.1,144,432,Yes,no,216,1,24,Yes,0,NC,9631289501,Female,21,Yes,No,No,0,No,Month-to-Month,Direct Debit,28,1030,Competitor,Competitor had better devices
9500SHSC,Yes,1,3,6,4,8.1,Yes,no,1.6,3,8,Yes,0,SC,9337652886,Female,32,No,No,No,0,No,Month-to-Month,Direct Debit,42,42,Competitor,Competitor had better devices
5687GTJG,Yes,10,53,136.1,40,114,Yes,no,38,2,6,Yes,0,CA,7608298981,Female,34,No,No,No,0,Yes,Month-to-Month,Credit Card,65,682,Competitor,Competitor offered higher download speeds
6847OMMC,Yes,15,83,243.2,60,214.5,Yes,no,107.3,2,13,Yes,0,IA,8390466047,Female,21,Yes,No,No,0,No,Month-to-Month,Direct Debit,33,495,Competitor,Competitor offered higher download speeds
3424AKZO,Yes,7,43,80.8,28,99.4,Yes,no,33.1,2,4,No,7,VT,7355700652,Female,66,No,Yes,No,0,No,Month-to-Month,Direct Debit,29,197,Competitor,Competitor offered higher download speeds
6632BBJS,Yes,26,93,234.5,104,267.8,Yes,no,53.6,1,1,Yes,0,OH,8908170112,Male,77,No,Yes,No,0,No,Month-to-Month,Direct Debit,46,1206,Competitor,Competitor offered more data
2554IOCO,Yes,1,2,7,4,12.8,Yes,no,2.6,5,15,Yes,0,SC,7910326554,Male,58,No,No,No,0,No,Month-to-Month,Direct Debit,44,44,Competitor,Competitor offered more data
6105RHWJ,Yes,9,32,72.7,36,141.3,Yes,no,70.7,4,5,Yes,0,OH,7317949614,Female,39,No,No,No,0,No,Month-to-Month,Direct Debit,36,332,Competitor,Competitor offered more data
8363PWIY,Yes,48,192,436.1,192,724.8,Yes,no,241.6,0,7,Yes,0,IA,7307236900,Female,50,No,No,No,0,Yes,Two Year,Credit Card,36,1760,Competitor,Competitor made better offer
6182ANHX,Yes,3,16,50.8,12,22.2,Yes,no,11.1,0,4,Yes,0,NY,8146950050,Male,63,No,No,No,0,Yes,Month-to-Month,Direct Debit,50,158,Competitor,Competitor made better offer
4020NPHO,No,22,65,218.8,0,0,No,no,0,0,18,Yes,0,MA,9749101453,Male,45,No,No,Yes,3,No,Month-to-Month,Credit Card,28,616,,
1855MMRG,No,12,45,105.8,0,0,No,no,0,0,7,No,80,IN,9847761516,Male,36,No,No,Yes,4,No,Month-to-Month,Paper Check,26,302,,
6944TAPJ,No,50,61,199.3,0,0,No,no,0,0,8,Yes,0,VA,9932486012,Male,41,No,No,Yes,6,No,Month-to-Month,Credit Card,21,1053,,
2989ISRV,No,3,6,13.8,0,0,No,no,0,0,11,No,20,HI,8551049014,Female,55,No,No,Yes,4,No,Month-to-Month,Direct Debit,31,84,,
1104DDPI,No,9,60,88.2,0,0,No,no,0,0,4,Yes,0,NY,9171948260,Female,60,No,No,Yes,6,No,Month-to-Month,Credit Card,21,187,,
8448DYKP,No,11,14,44.7,55,138.6,Yes,yes,0,0,8,Yes,0,OR,9807877899,Prefer not to say,25,Yes,No,Yes,6,No,Month-to-Month,Direct Debit,27,301,,
9532MDAK,No,31,146,344.6,0,0,No,no,0,0,4,No,60,DC,9443388733,Male,35,No,No,Yes,6,Yes,Month-to-Month,Direct Debit,39,1220,,
0614FTGS,No,1,2,4,0,0,No,no,0,0,0,No,0,MA,7982675708,Female,41,No,No,Yes,6,No,Month-to-Month,Direct Debit,7,7,,
3551RDJO,No,3,5,11.1,18,60,Yes,yes,0,0,3,Yes,0,ME,9854261418,Male,37,No,No,Yes,2,No,Month-to-Month,Direct Debit,35,98,,
8260BACZ,No,25,175,378.8,0,0,No,no,0,0,8,No,16,ID,9424595457,Male,36,No,No,Yes,6,No,Month-to-Month,Credit Card,28,703,,
0352PGIR,No,7,37,62.2,0,0,No,no,0,0,24,Yes,0,MS,9638999870,Female,20,Yes,No,Yes,4,No,Month-to-Month,Credit Card,17,121,,
7212QRTE,No,3,19,39.2,0,0,No,no,0,0,0,No,0,NV,8297792581,Female,29,Yes,No,Yes,2,No,Month-to-Month,Credit Card,8,25,,
3756OTDI,No,15,31,92.5,0,0,No,no,0,0,11,Yes,0,RI,8893704313,Male,54,No,No,Yes,3,Yes,Month-to-Month,Credit Card,33,515,,
6238CDHF,No,8,29,65.9,0,0,No,no,0,0,4,Yes,0,IA,8181589251,Female,32,No,No,Yes,2,No,Month-to-Month,Direct Debit,30,244,,
7254CYCO,No,6,12,40.3,0,0,No,no,0,0,0,No,0,OK,7425176315,Female,32,No,No,Yes,4,No,Month-to-Month,Credit Card,10,59,,
5860TVYJ,No,14,72,185.2,0,0,No,no,0,0,10,Yes,0,LA,7826786643,Female,32,No,No,Yes,2,No,Month-to-Month,Direct Debit,42,598,,
7459IBVB,No,14,63,122.9,0,0,No,no,0,0,3,Yes,0,SC,9459235111,Female,67,No,Yes,Yes,2,No,Month-to-Month,Direct Debit,27,364,,
6258MCHZ,No,16,89,236.3,0,0,No,no,0,0,0,No,0,AL,8024696753,Female,63,No,No,Yes,2,No,Month-to-Month,Direct Debit,7,103,,
9803BAKD,No,15,82,236.8,0,0,No,no,0,0,30,Yes,0,AR,8024006010,Female,19,Yes,No,Yes,3,Yes,Month-to-Month,Direct Debit,31,457,,
7323IUNI,No,24,139,316.9,0,0,No,no,0,0,0,No,0,TN,8257482412,Male,21,Yes,No,Yes,5,No,Two Year,Direct Debit,8,185,,
3745IFII,No,72,95,286.6,504,993.6,Yes,yes,0,0,7,Yes,0,ME,7806371864,Male,45,No,No,Yes,6,Yes,Two Year,Direct Debit,44,3129,,
0858IRKT,No,1,5,14,0,0,No,no,0,0,0,No,0,DC,7969361559,Male,29,Yes,No,Yes,6,No,Month-to-Month,Credit Card,9,9,,
0065HPMG,No,70,379,1122.6,0,0,No,no,0,0,27,Yes,0,MD,9389426990,Male,59,No,No,Yes,5,Yes,Two Year,Direct Debit,34,2419,,
4781XYRC,No,13,59,171.7,0,0,No,no,0,0,6,No,60,MI,7502490930,Male,53,No,No,Yes,3,No,Month-to-Month,Credit Card,22,287,,
1951OGLN,No,57,345,683.1,0,0,No,no,0,0,0,No,0,PA,9303299112,Male,31,No,No,Yes,2,No,Two Year,Paper Check,7,388,,
3320PAOF,No,61,177,365.3,0,0,No,no,0,0,2,Yes,0,DC,8489639425,Female,41,No,No,Yes,4,Yes,Two Year,Credit Card,36,2177,,
4462QQDE,No,1,5,10,0,0,No,no,0,0,0,No,0,AK,8938709332,Female,23,Yes,No,Yes,5,No,Month-to-Month,Paper Check,13,13,,
2964QAIF,No,71,396,1143.8,0,0,No,no,0,0,3,Yes,0,DC,9016613486,Female,37,No,No,Yes,2,Yes,Two Year,Direct Debit,29,2053,,
6754TEIK,No,40,196,445,0,0,No,no,0,0,25,Yes,0,ME,8215516650,Male,31,No,No,Yes,3,Yes,Month-to-Month,Direct Debit,39,1581,,
7642PHFN,No,38,115,307.1,0,0,No,no,0,0,4,Yes,0,AZ,7296301533,Male,43,No,No,Yes,5,No,Month-to-Month,Credit Card,33,1261,,
6195GOIR,No,50,119,297.4,0,0,No,no,0,0,0,No,0,MO,9092300990,Male,45,No,No,Yes,4,No,Two Year,Credit Card,11,568,,
6094QIVE,No,37,84,222,0,0,No,no,0,0,7,Yes,0,RI,7673646075,Male,76,No,Yes,Yes,6,No,One Year,Direct Debit,30,1093,,
7015YUGO,No,27,168,406.8,0,0,No,no,0,0,29,No,21,IA,7528099959,Female,72,No,Yes,Yes,6,No,One Year,Direct Debit,13,354,,
4138VBEA,No,37,218,521.5,0,0,No,no,0,0,0,No,0,FL,9197254542,Female,36,No,No,Yes,2,No,Two Year,Credit Card,7,258,,
2165WPAW,No,67,274,735.3,0,0,No,no,0,0,12,Yes,0,IL,9645135209,Female,24,Yes,No,Yes,4,Yes,Month-to-Month,Direct Debit,33,2187,,
